Bar0, 99.870370933877
Bar1, 99.870370933877
Bar2, 99.870370933877
Bar3, 99.870370933877
Bar4, 99.53564799318382
Bar5, 99.36828652283722
Bar6, 97.02522593798497
Bar7, 95.18424976417248
Bar8, 91.98346164379393
Bar9, 88.30150929616894
Bar10, 80.12171743297932
Bar11, 77.59037519398716
Bar12, 76.7535678422542
Bar13, 75.6029577336214
Bar14, 74.09670450050207
Bar15, 74.59878891154185
Bar16, 73.09253567842254
Bar17, 71.08419803426345
Bar18, 71.58628244530323
Bar19, 70.91683656391686
Bar20, 71.41892097495662
Bar21, 71.08419803426345
Bar22, 70.3961564339497
Bar23, 69.89174755804399
Bar24, 70.91683656391686
Bar25, 70.0800292121839
Bar26, 70.70763472598362
Bar27, 69.07586039010437
Bar28, 99.7030094635304
Bar29, 99.7030094635304
Bar30, 99.684413744603
Bar31, 99.7030094635304
Bar32, 98.53147917110428
Bar33, 95.35161123451905
Bar34, 93.34327359035997
Bar36, 90.33076712412134
Bar37, 87.82034506892248
Bar38, 85.97936889511
Bar39, 85.14256154337704
Bar40, 84.64047713233728
Bar41, 83.97103125095092
Bar42, 83.46894683991114
Bar43, 82.68792664496038
Bar44, 78.78282567020662
Bar45, 78.28074125916683
Bar46, 77.1092109667407
Bar47, 75.24731460913489
Bar48, 73.82474211118887
Bar49, 73.5946200894623
Bar50, 72.92517420807594
Bar51, 73.42725861911572
Bar52, 72.23713260776219
Bar53, 72.75781273772935
Bar54, 72.42308979703617
