Bar0, 99.95339929109409
Bar1, 99.88142627733923
Bar2, 99.32696750470936
Bar3, 98.50061068011671
Bar4, 97.82752971815013
Bar5, 94.95527333589668
Bar6, 89.81764413181644
Bar7, 84.20597044825213
Bar8, 78.44146517992446
Bar9, 70.87097039978545
Bar10, 63.22716977230356
Bar11, 50.26536312849163
Bar12, 44.648802388437794
Bar13, 44.12766445550921
Bar14, 43.82777689819737
Bar15, 43.846436568430114
Bar16, 43.83444106613763
Bar17, 43.64118019587
Bar18, 43.727814379093424
Bar19, 43.64118019587
Bar20, 43.32046711374483
Bar21, 43.16802427211132
Bar22, 41.7752131725963
Bar23, 41.76277339244115
Bar24, 41.58861647026893
Bar25, 40.45570792042419
Bar16, 39.41165494311628
Bar27, 38.97626263768576
Bar32, 99.71348924524462
Bar33, 99.70682507730434
Bar34, 97.37436629821222
Bar35, 97.56762716847987
Bar37, 97.37436629821222
Bar38, 95.88825684753353
Bar39, 93.26968312487276
Bar40, 90.53293149073802
Bar41, 85.99196745624266
Bar42, 79.46108287478472
Bar43, 75.34929125564233
Bar44, 65.09980096351752
Bar45, 61.16127771082196
Bar46, 58.655550565283
Bar47, 58.28902132856852
Bar48, 58.095760458300894
Bar49, 57.90916375597352
Bar50, 57.72923122158642
Bar51, 57.329381145170615
Bar52, 56.77625520612878
Bar53, 56.68962102290536
Bar54, 56.67962477099496
Bar55, 56.50968848851825
Bar56, 55.76330167920877
Bar57, 54.445129260624704
Bar58, 54.090595526202705
Bar59, 53.89067048799481
Bar60, 53.1509478466256
